,,,actor_behavior,actor_behavior,duration_hours
set decision status,suspend term,all,2,1.0,346.5516666666666
set decision status,suspend term,continuation,1,0.5,0.004722222222222222
create continuation letter,phase procedure term resumed,all,2,1.0,0.0
create continuation letter,phase procedure term resumed,continuation,2,1.0,0.0
set decision status,register deadline,all,2,1.0,297.11722222222227
phase procedure aborted,decision permanent suspension irrevocable,all,2,1.0,5.555138888888889
phase procedure aborted,decision permanent suspension irrevocable,continuation,1,0.5,0.0
enter senddate decision procedure term extension,inform BAG administrator,all,2,1.0,680.0780555555557
publish,date draft decision for inspection,all,2,1.0,878.551111111111
publish,date draft decision for inspection,continuation,1,0.5,15.292499999999999
phase draft decision ready,subcases completeness completed,all,2,1.0,0.0
phase draft decision ready,subcases completeness completed,continuation,2,1.0,0.0
creating environmental permit decision,generate draft decision environmental permit,all,2,1.0,0.0
creating environmental permit decision,generate draft decision environmental permit,continuation,2,1.0,0.0
enter senddate draft decision,completed subcases content,all,2,1.0,0.0
enter senddate draft decision,completed subcases content,continuation,2,1.0,0.0
completed subcases content,phase draft decision made,all,2,1.0,0.0
completed subcases content,phase draft decision made,continuation,2,1.0,0.0
entering senddate draft decision environmental permit,register objection and appeal periods,all,2,1.0,276.0595833333333
record date of decision environmental permit,stop all running subcases 2b,all,2,1.0,0.0
record date of decision environmental permit,stop all running subcases 2b,continuation,2,1.0,0.0
start decision phase decision permitting sent,close case,all,2,1.0,0.0
start decision phase decision permitting sent,close case,continuation,2,1.0,0.0
objection to permanent suspension received,registration date publication,all,2,1.0,0.0
objection to permanent suspension received,registration date publication,continuation,2,1.0,0.0
creating environmental permit decision,terminate on request,all,2,1.0,239.84333333333333
enter date advice on treatment of environmental permit,phase draft decision ready,all,2,1.0,0.0
enter date advice on treatment of environmental permit,phase draft decision ready,continuation,2,1.0,0.0
phase archived case,send design decision to stakeholders,all,2,1.0,0.0
phase archived case,send design decision to stakeholders,continuation,2,1.0,0.0
transcript decision environmental permit to stakeholders,phase concept draft decision ready,all,2,1.0,0.0
transcript decision environmental permit to stakeholders,phase concept draft decision ready,continuation,2,1.0,0.0
decision keep permanently suspended,resume completeness subcases,all,2,1.0,0.0
decision keep permanently suspended,resume completeness subcases,continuation,2,1.0,0.0
record date of decision environmental permit,creating environmental permit decision,all,2,1.0,0.0
send confirmation receipt,phase additional information received,all,2,1.0,0.0
send confirmation receipt,phase additional information received,continuation,2,1.0,0.0
regular procedure without MER,investigate BAG objects,all,2,1.0,0.31000000000000005
regular procedure without MER,investigate BAG objects,continuation,1,0.5,0.0016666666666666668
objection lodged against decision,record date of decision environmental permit,all,2,1.0,0.0
objection lodged against decision,record date of decision environmental permit,continuation,2,1.0,0.0
phase activity no permit required,set decision status,all,2,1.0,0.0
phase activity no permit required,set decision status,continuation,2,1.0,0.0
phase archived case,enter senddate letter no permit required,all,2,1.0,7.068888888888889
phase archived case,enter senddate letter no permit required,continuation,1,0.5,0.0
stop all running subcases 2b,set decision phase decision no permit required sent,all,2,1.0,0.0
stop all running subcases 2b,set decision phase decision no permit required sent,continuation,2,1.0,0.0
set decision phase decision permitting decided,stop all running subcases 2b,all,2,1.0,0.0
set decision phase decision permitting decided,stop all running subcases 2b,continuation,2,1.0,0.0
retrieve missing data,request complete,all,3,1.0,2304.0
set decision phase: draft decision for inspection,enter senddate decision environmental permit,all,2,1.0,1728.0
set decision phase: draft decision for inspection,enter senddate decision environmental permit,continuation,1,0.5,0.0
read publication date field,create draft environtmental permit,all,2,1.0,0.0
read publication date field,create draft environtmental permit,continuation,2,1.0,0.0
set decision phase inspection of decision permitting,phase concept draft decision ready,all,2,1.0,0.0
set decision phase inspection of decision permitting,phase concept draft decision ready,continuation,2,1.0,0.0
set decision phase: draft decision permitted sent,phase decision sent,all,2,1.0,0.0
set decision phase: draft decision permitted sent,phase decision sent,continuation,2,1.0,0.0
treat subcases completeness,receive additional information,all,2,1.0,744.0
set decision phase decision permitting decided,phase additional information received,all,2,1.0,0.0
set decision phase decision permitting decided,phase additional information received,continuation,2,1.0,0.0
assessment of content completed,retrieve missing data,all,2,1.0,0.0
assessment of content completed,retrieve missing data,continuation,2,1.0,0.0
phase decision ready,phase decision irrevocable,all,2,1.0,0.0
phase decision ready,phase decision irrevocable,continuation,2,1.0,0.0
transcript decision environmental permit to stakeholders,subcase perspective complete,all,2,1.0,0.0
transcript decision environmental permit to stakeholders,subcase perspective complete,continuation,2,1.0,0.0
subcase perspective complete,phase decision taken,all,2,1.0,0.0
subcase perspective complete,phase decision taken,continuation,2,1.0,0.0
create letter requesting missing data,received OLO documents,all,2,1.0,0.0
create letter requesting missing data,received OLO documents,continuation,2,1.0,0.0
enter senddate decision environmental permit,decision date prior to decision,all,2,1.0,509.84041666666667
objections and preliminary injunction in system,phase objection filed,all,2,1.0,0.0
objections and preliminary injunction in system,phase objection filed,continuation,2,1.0,0.0
treat subcases completeness,phase additional information received,all,2,1.0,0.0
treat subcases completeness,phase additional information received,continuation,2,1.0,0.0
set phase: phase permitting irrevocable,set decision phase decision permitting decided,all,2,1.0,32.045
submit decision,phase application received,all,2,1.0,0.0
submit decision,phase application received,continuation,2,1.0,0.0
request complete,enter senddate decision,all,2,1.0,0.0
request complete,enter senddate decision,continuation,1,0.5,0.0
treat subcases completeness,process received advice,all,2,1.0,0.0
treat subcases completeness,process received advice,continuation,2,1.0,0.0
phase procedure term resumed,phase procedure term suspended,all,2,1.0,0.0
phase procedure term resumed,phase procedure term suspended,continuation,2,1.0,0.0
new decision or reassessment,decision date prior to decision,all,2,1.0,0.0
new decision or reassessment,decision date prior to decision,continuation,2,1.0,0.0
decision date prior to decision,phase objection filed,all,2,1.0,0.0
decision date prior to decision,phase objection filed,continuation,2,1.0,0.0
phase objection filed,set decision status,all,2,1.0,0.0
phase objection filed,set decision status,continuation,2,1.0,0.0
objection lodged against decision,generating decision environmental permit,all,2,1.0,0.0
objection lodged against decision,generating decision environmental permit,continuation,2,1.0,0.0
phase decision irrevocable,phase decision ready,all,2,1.0,0.0
phase decision irrevocable,phase decision ready,continuation,2,1.0,0.0
MER present,phased application,all,2,1.0,0.0005555555555555556
MER present,phased application,continuation,2,1.0,0.0005555555555555556
environmental permit irrevocable,date environmental permit irrevocable,all,2,1.0,0.02138888888888889
environmental permit irrevocable,date environmental permit irrevocable,continuation,2,1.0,0.02138888888888889
phase decision ready,close case,all,2,1.0,0.0
phase decision ready,close case,continuation,2,1.0,0.0
enter senddate request termination,cancel BAG objects research,all,2,1.0,0.0019444444444444444
enter senddate request termination,cancel BAG objects research,continuation,2,1.0,0.0019444444444444444
subcase perspective complete,updated plan after perspective,all,2,1.0,672.0001388888888
subcase perspective complete,updated plan after perspective,continuation,2,1.0,672.0001388888888
assessment of content completed,phase asked additional information,all,2,1.0,0.0
assessment of content completed,phase asked additional information,continuation,2,1.0,0.0
resume completeness subcases,enter senddate decision environmental permit,all,2,1.0,0.0
resume completeness subcases,enter senddate decision environmental permit,continuation,1,0.5,0.0
received OLO documents,close case,all,2,1.0,0.0
received OLO documents,close case,continuation,2,1.0,0.0
phase decision taken,set phase: phase permitting irrevocable,all,2,1.0,12.436250000000001
phase decision taken,set phase: phase permitting irrevocable,continuation,1,0.5,12.41388888888889
set decision status,close case,all,2,1.0,0.0
set decision status,close case,continuation,2,1.0,0.0
registration date publication,decision keep permanently suspended,all,2,1.0,0.0
registration date publication,decision keep permanently suspended,continuation,2,1.0,0.0
create cover letter draft decision,MER present,all,2,1.0,0.0
create cover letter draft decision,MER present,continuation,2,1.0,0.0
phase case handled,enter senddate decision,all,2,1.0,0.0
phase case handled,enter senddate decision,continuation,2,1.0,0.0
enter senddate letter no permit required,read publication date field,all,2,1.0,0.0
enter senddate letter no permit required,read publication date field,continuation,2,1.0,0.0
create procedure confirmation,create message terminate request,all,2,1.0,0.0
create procedure confirmation,create message terminate request,continuation,2,1.0,0.0
generating decision environmental permit,objection lodged against decision,all,2,1.0,1932.0
received OLO documents,send confirmation receipt,all,2,1.0,0.0
received OLO documents,send confirmation receipt,continuation,2,1.0,0.0
read publication date field,generating decision no permit required,all,2,1.0,0.0
read publication date field,generating decision no permit required,continuation,2,1.0,0.0
stop all running subcases 2b,record date of decision no permit required,all,2,1.0,0.0
stop all running subcases 2b,record date of decision no permit required,continuation,2,1.0,0.0
phase archived case,set decision phase unlicensed irrevocable,all,2,1.0,9.276527777777776
phase archived case,set decision phase unlicensed irrevocable,continuation,1,0.5,8.904444444444444
enter senddate decision procedure term extension,suspend term,all,2,1.0,168.0063888888889
enter senddate decision procedure term extension,suspend term,continuation,1,0.5,0.012777777777777779
suspend term,enter receipt of additional data,all,2,1.0,12.0
send letter in progress,decision date prior to decision,all,2,1.0,0.0
send letter in progress,decision date prior to decision,continuation,2,1.0,0.0
create decision procedure term extension,assessment of content completed,all,2,1.0,0.0
create decision procedure term extension,assessment of content completed,continuation,2,1.0,0.0
enter senddate decision environmental permit,resume completeness subcases,all,2,1.0,0.0
enter senddate decision environmental permit,resume completeness subcases,continuation,2,1.0,0.0
resume completeness subcases,set decision phase decision permitting decided,all,2,1.0,0.0
resume completeness subcases,set decision phase decision permitting decided,continuation,2,1.0,0.0
record date of decision environmental permit,treat subcases content,all,2,1.0,0.0
record date of decision environmental permit,treat subcases content,continuation,1,0.5,0.0
phase procedure aborted,set decision status,all,2,1.0,0.0
phase procedure aborted,set decision status,continuation,2,1.0,0.0
phase permanently suspended,registration date publication,all,2,1.0,0.0
phase permanently suspended,registration date publication,continuation,2,1.0,0.0
create procedure confirmation,subcases completeness completed,all,2,1.0,0.0
create procedure confirmation,subcases completeness completed,continuation,2,1.0,0.0
grounds for refusal,create procedure confirmation,all,2,1.0,0.0
grounds for refusal,create procedure confirmation,continuation,2,1.0,0.0
create procedure confirmation,create draft environtmental permit,all,2,1.0,0.0
create procedure confirmation,create draft environtmental permit,continuation,2,1.0,0.0
creating cover letter decision,generate draft decision environmental permit,all,2,1.0,0.0
creating cover letter decision,generate draft decision environmental permit,continuation,2,1.0,0.0
send design decision to stakeholders,phase decision sent,all,2,1.0,0.0
send design decision to stakeholders,phase decision sent,continuation,2,1.0,0.0
set decision phase inspection of decision permitting,start decisionphase draft decision - permitting decided,all,2,1.0,0.0
set decision phase inspection of decision permitting,start decisionphase draft decision - permitting decided,continuation,1,0.5,0.0
treat subcases content,phase procedure extended,all,1,1.0,0.0
treat subcases content,phase procedure extended,continuation,1,1.0,0.0
phase procedure extended,phase archived case,all,1,1.0,0.0
phase procedure extended,phase archived case,continuation,1,1.0,0.0
send confirmation receipt additional data,read field phased application,all,1,1.0,0.0
send confirmation receipt additional data,read field phased application,continuation,1,1.0,0.0
enter senddate acknowledgement,enter date decision permanent suspension,all,1,1.0,1200.0
enter date decision permanent suspension,registrer date of publishing received request,all,1,1.0,0.0
enter date decision permanent suspension,registrer date of publishing received request,continuation,1,1.0,0.0
create letter only notification required,create procedure confirmation,all,1,1.0,0.0
create letter only notification required,create procedure confirmation,continuation,1,1.0,0.0
create letter no permit or only notification required,phase only notification required,all,1,1.0,0.0
create letter no permit or only notification required,phase only notification required,continuation,1,1.0,0.0
phase only notification required,enter senddate acknowledgement,all,1,1.0,13.975
register submission date request,MER required,all,1,1.0,24.0
procedure change after completeness,resume completeness subcases,all,1,1.0,0.0
procedure change after completeness,resume completeness subcases,continuation,1,1.0,0.0
send confirmation receipt,enter senddate decision permanent suspension,all,1,1.0,36.46388888888889
enter date decision permanent suspension,forward to the competent authority,all,1,1.0,15.41111111111111
enter date decision permanent suspension,forward to the competent authority,continuation,1,1.0,15.41111111111111
grounds for refusal,create cover letter draft decision,all,1,1.0,0.0
grounds for refusal,create cover letter draft decision,continuation,1,1.0,0.0
open draft decision for inspection,procedure change after completeness,all,1,1.0,0.0
open draft decision for inspection,procedure change after completeness,continuation,1,1.0,0.0
generating decision no permit required,set decision phase decision no permit required sent,all,1,1.0,0.0
generating decision no permit required,set decision phase decision no permit required sent,continuation,1,1.0,0.0
entering senddate draft decision environmental permit,open draft decision for inspection,all,1,1.0,1977.5175000000002
enter senddate procedure confirmation,MER required,all,1,1.0,696.0
request complete,resume completeness subcases,all,1,1.0,0.0
request complete,resume completeness subcases,continuation,1,1.0,0.0
record date of decision environmental permit,suspension ground applicable,all,1,1.0,48.0
objection to permanent suspension received,copy decision permanent suspension to stakeholders,all,1,1.0,0.0
objection to permanent suspension received,copy decision permanent suspension to stakeholders,continuation,1,1.0,0.0
copy decision permanent suspension to stakeholders,stop procedure after permanent suspension,all,1,1.0,0.0
copy decision permanent suspension to stakeholders,stop procedure after permanent suspension,continuation,1,1.0,0.0
suspend term,publish official draft decision,all,1,1.0,0.0077777777777777776
suspend term,publish official draft decision,continuation,1,1.0,0.0077777777777777776
enter senddate confirmation request,regular procedure without MER,all,1,1.0,12.281666666666666
generating decision environmental permit,phase archived case,all,1,1.0,0.0
read publication date field,phase advice known,all,1,1.0,0.0
read publication date field,phase advice known,continuation,1,1.0,0.0
stop all running subcases 2b,completed subcases content,all,1,1.0,0.0
start decision phase decision permitting sent,resume completeness subcases,all,1,1.0,0.0
start decision phase decision permitting sent,resume completeness subcases,continuation,1,1.0,0.0
resume completeness subcases,enter date publication decision environmental permit,all,1,1.0,0.0
objection decision no permit required received,create subcases completeness,all,1,1.0,0.0
objection decision no permit required received,create subcases completeness,continuation,1,1.0,0.0
generating decision no permit required,enter senddate decision no permit required,all,1,1.0,0.0
generating decision no permit required,enter senddate decision no permit required,continuation,1,1.0,0.0
enter senddate decision no permit required,phase application receptive,all,1,1.0,0.0
enter senddate decision no permit required,phase application receptive,continuation,1,1.0,0.0
suspension ground applicable,applicant is stakeholder,all,1,1.0,0.0011111111111111111
suspension ground applicable,applicant is stakeholder,continuation,1,1.0,0.0011111111111111111
register deadline,enter senddate letter no permit required,all,1,1.0,0.0
register deadline,enter senddate letter no permit required,continuation,1,1.0,0.0
phase procedure aborted,set decision phase decision no permit required sent,all,1,1.0,0.0
phase procedure aborted,set decision phase decision no permit required sent,continuation,1,1.0,0.0
set decision phase no permit required decided,phase archived case,all,1,1.0,0.0
set decision phase no permit required decided,phase archived case,continuation,1,1.0,0.0
enter senddate decision suspension,applicant is stakeholder,all,1,1.0,9.285555555555556
enter senddate decision suspension,applicant is stakeholder,continuation,1,1.0,9.285555555555556
publication date draft decision,register deadline,all,1,1.0,1176.0
creating decision suspension art. 34 WABO,creating decision suspension 35 WABO,all,1,1.0,0.0002777777777777778
creating decision suspension art. 34 WABO,creating decision suspension 35 WABO,continuation,1,1.0,0.0002777777777777778
creating decision suspension 35 WABO,treat subcase suspension art. 35 WABO,all,1,1.0,0.004166666666666667
creating decision suspension 35 WABO,treat subcase suspension art. 35 WABO,continuation,1,1.0,0.004166666666666667
subcase art. 35 WABO completed,treat subcase suspension art. 33 WABO,all,1,1.0,0.019166666666666665
subcase art. 35 WABO completed,treat subcase suspension art. 33 WABO,continuation,1,1.0,0.019166666666666665
treat subcase suspension art. 33 WABO,treat subcase suspension art. 34 WABO,all,1,1.0,0.0013888888888888887
treat subcase suspension art. 33 WABO,treat subcase suspension art. 34 WABO,continuation,1,1.0,0.0013888888888888887
subcase art. 34 WABO completed,suspension ground applicable,all,1,1.0,13.425277777777778
subcase art. 34 WABO completed,suspension ground applicable,continuation,1,1.0,13.425277777777778
suspension ground applicable,subcase art. 33 WABO completed,all,1,1.0,828.0686111111112
send letter in progress,ask stakeholders views,all,1,1.0,0.0
send letter in progress,ask stakeholders views,continuation,1,1.0,0.0
ask stakeholders views,create subcases content,all,1,1.0,0.0
ask stakeholders views,create subcases content,continuation,1,1.0,0.0
create subcases content,create publication document,all,1,1.0,0.0
create subcases content,create publication document,continuation,1,1.0,0.0
enter senddate procedure confirmation,transcript decision environmental permit to stakeholders,all,1,1.0,9.905833333333334
phase concept draft decision ready,applicant is stakeholder,all,1,1.0,0.01
phase concept draft decision ready,applicant is stakeholder,continuation,1,1.0,0.01
terminate on request,decided on draft decision environmental permit,all,1,1.0,0.43
terminate on request,decided on draft decision environmental permit,continuation,1,1.0,0.43
send design decision to stakeholders,registrer date of publishing received request,all,1,1.0,57.24583333333333
set phase: phase permitting irrevocable,treat objection subcase,all,1,1.0,0.0
set phase: phase permitting irrevocable,treat objection subcase,continuation,1,1.0,0.0
set phase: phase permitting irrevocable,phase decision taken,all,1,1.0,8.51361111111111
close case,register date decision terminate on request,all,1,1.0,6.398888888888889
close case,register date decision terminate on request,continuation,1,1.0,6.398888888888889
register date decision terminate on request,phase application received,all,1,1.0,1018.2347222222222
reception through OLO,register date environmental permit decision,all,1,1.0,781.2113888888889
extend procedure term,phase perspective submitted,all,1,1.0,0.0016666666666666668
extend procedure term,phase perspective submitted,continuation,1,1.0,0.0016666666666666668
request for preliminary injunction received,appeal subcase completed,all,1,1.0,937.0697222222223
message change status,ask stakeholders views,all,1,1.0,0.0002777777777777778
message change status,ask stakeholders views,continuation,1,1.0,0.0002777777777777778
subcases completeness completed,by law,all,1,1.0,0.0022222222222222222
subcases completeness completed,by law,continuation,1,1.0,0.0022222222222222222
phase application receptive,coordination of application,all,1,1.0,48.0
dismiss under mandate,entering senddate draft decision environmental permit,all,1,1.0,227.98722222222221
enter date publication decision environmental permit,phase draft decision made,all,1,1.0,12.550555555555555
suspend term,final VVGB applications,all,1,1.0,0.020277777777777777
suspend term,final VVGB applications,continuation,1,1.0,0.020277777777777777
retrieve missing data,entering senddate draft decision environmental permit,all,1,1.0,176.02527777777777
entering senddate draft decision environmental permit,receive additional information,all,1,1.0,14.721388888888889
entering senddate draft decision environmental permit,receive additional information,continuation,1,1.0,14.721388888888889
dismiss under mandate,date draft decision for inspection,all,1,1.0,152.2875
perspective on draft decision environmental permit received,set phase: phase permitting irrevocable,all,1,1.0,151.18833333333333
objection to extension procedure term receptive,activities regular procedure,all,1,1.0,0.0011111111111111111
objection to extension procedure term receptive,activities regular procedure,continuation,1,1.0,0.0011111111111111111
send letter in progress,phase procedure aborted,all,1,1.0,0.028055555555555556
send letter in progress,phase procedure aborted,continuation,1,1.0,0.028055555555555556
creating decision permanently suspended,enter senddate procedure confirmation,all,1,1.0,158.84805555555556
creating decision permanently suspended,enter senddate procedure confirmation,continuation,1,1.0,158.84805555555556
enter senddate decision permanent suspension,decision permanently suspended,all,1,1.0,10.609444444444446
enter senddate decision permanent suspension,decision permanently suspended,continuation,1,1.0,10.609444444444446
retrieve missing data,register date environmental permit decision,all,1,1.0,56.375
inform BAG administrator,treat subcases content,all,1,1.0,0.0008333333333333334
inform BAG administrator,treat subcases content,continuation,1,1.0,0.0008333333333333334
record date of decision environmental permit,request complete,all,1,1.0,24.0
generate draft decision environmental permit,publication date draft decision,all,1,1.0,229.07250000000002
set phase: phase permitting irrevocable,phase concept draft decision ready,all,1,1.0,9.268333333333334
suspend term,investigate BAG objects,all,1,1.0,0.0030555555555555553
suspend term,investigate BAG objects,continuation,1,1.0,0.0030555555555555553
register date environmental permit decision,enter date draft decisionenvironmental permit,all,1,1.0,0.0
register date environmental permit decision,enter date draft decisionenvironmental permit,continuation,1,1.0,0.0
WAW permit aspect,decision extension procedure term irrevocable,all,1,1.0,0.0019444444444444444
WAW permit aspect,decision extension procedure term irrevocable,continuation,1,1.0,0.0019444444444444444
subcases completeness completed,request further information,all,1,1.0,0.0002777777777777778
subcases completeness completed,request further information,continuation,1,1.0,0.0002777777777777778
terminate on request,assessment of content completed,all,1,1.0,0.0008333333333333334
terminate on request,assessment of content completed,continuation,1,1.0,0.0008333333333333334
grounds for refusal,decided on draft decision environmental permit,all,1,1.0,0.0
grounds for refusal,decided on draft decision environmental permit,continuation,1,1.0,0.0
open draft decision for inspection,treat subcases content,all,1,1.0,0.0
open draft decision for inspection,treat subcases content,continuation,1,1.0,0.0
treat subcases completeness,publish official draft decision,all,1,1.0,0.0
treat subcases completeness,publish official draft decision,continuation,1,1.0,0.0
publication date draft decision,enter date advice on treatment of environmental permit,all,1,1.0,24.0
date draft decision for inspection,extend procedure term,all,1,1.0,1138.8302777777778
extend procedure term,phase application received,all,1,1.0,0.0
extend procedure term,phase application received,continuation,1,1.0,0.0
send information request,procedure change,all,1,1.0,0.0025
send information request,procedure change,continuation,1,1.0,0.0025
keep permanently suspended,create cover letter permanent suspension,all,1,1.0,0.0
keep permanently suspended,create cover letter permanent suspension,continuation,1,1.0,0.0
objection lodged against decision,reception through OLO,all,1,1.0,5062.537222222222
dismiss under mandate,no permit needed or only notification needed,all,1,1.0,3.563888888888889
dismiss under mandate,no permit needed or only notification needed,continuation,1,1.0,3.563888888888889
creating environmental permit decision,request for preliminary injunction received,all,1,1.0,0.008333333333333333
creating environmental permit decision,request for preliminary injunction received,continuation,1,1.0,0.008333333333333333
no permit needed or only notification needed,phase draft decision made,all,1,1.0,68.87222222222222
enter senddate procedure confirmation,date draft decision for inspection,all,1,1.0,1536.0
phase application receptive,detailed procedure applies,all,1,1.0,0.0
phase application receptive,detailed procedure applies,continuation,1,1.0,0.0
detailed procedure applies,registrer date of publishing received request,all,1,1.0,0.0
detailed procedure applies,registrer date of publishing received request,continuation,1,1.0,0.0
term perspective on draft decision,perspective on draft decision environmental permit received,all,1,1.0,0.0
term perspective on draft decision,perspective on draft decision environmental permit received,continuation,1,1.0,0.0
by law,phase draft decision made,all,1,1.0,0.0
by law,phase draft decision made,continuation,1,1.0,0.0
send design decision to stakeholders,phase perspective submitted,all,1,1.0,0.0
send design decision to stakeholders,phase perspective submitted,continuation,1,1.0,0.0
publish official draft decision,subcases reassessment plan completed,all,1,1.0,0.0
publish official draft decision,subcases reassessment plan completed,continuation,1,1.0,0.0
subcases reassessment plan completed,treat subcases reassessment plan,all,1,1.0,0.0
subcases reassessment plan completed,treat subcases reassessment plan,continuation,1,1.0,0.0
treat subcases reassessment plan,phase concept draft decision ready,all,1,1.0,0.0
treat subcases reassessment plan,phase concept draft decision ready,continuation,1,1.0,0.0
phase draft decision made,subcase perspective complete,all,1,1.0,0.0
phase draft decision made,subcase perspective complete,continuation,1,1.0,0.0
subcase perspective complete,creating environmental permit decision,all,1,1.0,0.0061111111111111106
subcase perspective complete,creating environmental permit decision,continuation,1,1.0,0.0061111111111111106
no permit needed or only notification needed,set phase: phase permitting irrevocable,all,1,1.0,0.009166666666666667
no permit needed or only notification needed,set phase: phase permitting irrevocable,continuation,1,1.0,0.009166666666666667
applicant is stakeholder,regular procedure applies,all,1,1.0,0.01111111111111111
applicant is stakeholder,regular procedure applies,continuation,1,1.0,0.01111111111111111
treat subcases completeness,activities regular procedure,all,1,1.0,0.0008333333333333334
treat subcases completeness,activities regular procedure,continuation,1,1.0,0.0008333333333333334
retrieve missing data,register deadline,all,1,1.0,253.0663888888889
treat subcases completeness,enter date draft decisionenvironmental permit,all,1,1.0,462.1405555555556
suspension ground applicable,suspension ground applicable,all,1,1.0,278.5777777777778
creating decision suspension art. 33 WABO,creating decision suspension 35 WABO,all,1,1.0,0.0002777777777777778
creating decision suspension art. 33 WABO,creating decision suspension 35 WABO,continuation,1,1.0,0.0002777777777777778
creating decision suspension 35 WABO,creating decision suspension art. 34 WABO,all,1,1.0,0.0
creating decision suspension 35 WABO,creating decision suspension art. 34 WABO,continuation,1,1.0,0.0
creating decision suspension art. 34 WABO,subcase art. 33 WABO completed,all,1,1.0,2639.9494444444445
treat subcase suspension art. 33 WABO,subcase art. 34 WABO completed,all,1,1.0,0.0008333333333333334
treat subcase suspension art. 33 WABO,subcase art. 34 WABO completed,continuation,1,1.0,0.0008333333333333334
subcase art. 34 WABO completed,treat subcase suspension art. 34 WABO,all,1,1.0,0.0
subcase art. 34 WABO completed,treat subcase suspension art. 34 WABO,continuation,1,1.0,0.0
treat subcase suspension art. 34 WABO,subcase art. 35 WABO completed,all,1,1.0,0.0011111111111111111
treat subcase suspension art. 34 WABO,subcase art. 35 WABO completed,continuation,1,1.0,0.0011111111111111111
subcase art. 35 WABO completed,treat subcase suspension art. 35 WABO,all,1,1.0,0.0
subcase art. 35 WABO completed,treat subcase suspension art. 35 WABO,continuation,1,1.0,0.0
treat subcase suspension art. 35 WABO,by law,all,1,1.0,0.0002777777777777778
treat subcase suspension art. 35 WABO,by law,continuation,1,1.0,0.0002777777777777778
send confirmation receipt,suspend term,all,1,1.0,0.0033333333333333335
send confirmation receipt,suspend term,continuation,1,1.0,0.0033333333333333335
decision terminate on request,applicant is stakeholder,all,1,1.0,0.009444444444444445
decision terminate on request,applicant is stakeholder,continuation,1,1.0,0.009444444444444445
send procedure confirmation,detailed procedure applies,all,1,1.0,0.0
send procedure confirmation,detailed procedure applies,continuation,1,1.0,0.0
detailed procedure applies,treat subcases completeness,all,1,1.0,0.0
detailed procedure applies,treat subcases completeness,continuation,1,1.0,0.0
phase application received,term for supplying missing data,all,1,1.0,0.005
phase application received,term for supplying missing data,continuation,1,1.0,0.005
no permit needed or only notification needed,MER present in supplement,all,1,1.0,0.03861111111111112
no permit needed or only notification needed,MER present in supplement,continuation,1,1.0,0.03861111111111112
enter receipt of additional data,enter senddate decision permanent suspension,all,1,1.0,72.0
extend procedure term,enter senddate retrieve missing data,all,1,1.0,11.52361111111111
extend procedure term,enter senddate retrieve missing data,continuation,1,1.0,11.52361111111111
request further information,subcases completeness completed,all,1,1.0,0.0
request further information,subcases completeness completed,continuation,1,1.0,0.0
no permit needed or only notification needed,set phase decision revoked,all,1,1.0,0.009722222222222222
no permit needed or only notification needed,set phase decision revoked,continuation,1,1.0,0.009722222222222222
regular procedure applies,decision terminate on request,all,1,1.0,0.0022222222222222222
regular procedure applies,decision terminate on request,continuation,1,1.0,0.0022222222222222222
decision terminate on request,request complete,all,1,1.0,0.08861111111111111
decision terminate on request,request complete,continuation,1,1.0,0.08861111111111111
WAW permit aspect,WAW request permanently suspended,all,1,1.0,0.0
WAW permit aspect,WAW request permanently suspended,continuation,1,1.0,0.0
treat subcases completeness,treat subcase WAW,all,1,1.0,0.0
treat subcases completeness,treat subcase WAW,continuation,1,1.0,0.0
treat subcase WAW,subcases completeness completed,all,1,1.0,0.0
treat subcase WAW,subcases completeness completed,continuation,1,1.0,0.0
send procedure confirmation,subcase WAW completed,all,1,1.0,0.0
send procedure confirmation,subcase WAW completed,continuation,1,1.0,0.0
subcase WAW completed,enter senddate retrieve missing data,all,1,1.0,1931.961388888889
enter senddate decision procedure term extension,applicant is stakeholder,all,1,1.0,1166.4769444444444
generating decision environmental permit,appeal logded,all,1,1.0,192.0
register date environmental permit decision,close case,all,1,1.0,0.0
register date environmental permit decision,close case,continuation,1,1.0,0.0
enter date draft decisionenvironmental permit,enter senddate acknowledgement,all,1,1.0,107.80722222222222
publication date draft decision,enter senddate procedure confirmation,all,1,1.0,1114.428611111111
suspend term,send confirmation receipt,all,1,1.0,498.7011111111111
send procedure confirmation,send procedure confirmation,all,1,1.0,0.0
send procedure confirmation,send procedure confirmation,continuation,1,1.0,0.0
phase concept draft decision ready,generate publication document decision environmental permit,all,1,1.0,0.0
phase concept draft decision ready,generate publication document decision environmental permit,continuation,1,1.0,0.0
generate publication document decision environmental permit,treat subcases completeness,all,1,1.0,0.0
generate publication document decision environmental permit,treat subcases completeness,continuation,1,1.0,0.0
treat subcases completeness,send design decision to stakeholders,all,1,1.0,0.0
treat subcases completeness,send design decision to stakeholders,continuation,1,1.0,0.0
send confirmation receipt,enter date publication decision environmental permit,all,1,1.0,296.7036111111111
no permit needed or only notification needed,enter receipt of additional data,all,1,1.0,180.63888888888889
create draft environtmental permit,publication date draft decision,all,1,1.0,468.3441666666667
copy decision to extend procedure to stakeholders,enter senddate updated plan,all,1,1.0,227.83472222222224
enter senddate procedure confirmation,publication date draft decision,all,1,1.0,1416.0
enter senddate updated plan,MER present in supplement,all,1,1.0,781.6383333333334
